cur_wat_20m_20210218,0,1003,1271907912,0
cur_wat_20m_20211126,0,1193,1839763898,0
cur_wat_20m_20220516,577,946,0,0
cur_wat_40m_20200225,0,878,2086649083,0
cur_wat_40m_20220516,299,943,0,0
cur_wat_60m_20200225,0,802,1585071762,0
cur_wat_60m_20220516,39,841,2743236629,0
cur_hul_05m_20200301,0,766,1933850297,0
cur_hul_05m_20201206,0,1321,1673885091,0
cur_hul_05m_20210223,0,1090,2226028897,0
cur_hul_05m_20211203,0,1073,1133285114,0
cur_hul_05m_20220519,420,608,0,0
cur_hul_10m_20200301,0,1042,2733111872,0
cur_hul_10m_20201206,0,1552,2207466627,0
cur_hul_10m_20210223,0,1336,2664341354,0
cur_hul_10m_20211203,0,1290,1949390950,0
cur_hul_10m_20220519,26,956,2888237889,0
cur_hul_20m_20200301,0,1391,3314780706,0
cur_hul_20m_20201206,0,1304,2187411407,0
cur_hul_20m_20210223,0,1555,2379346124,0
cur_hul_20m_20211203,0,1088,1556171249,0
cur_hul_20m_20220519,8,1253,3776510011,0
cur_hul_40m_20200301,59,1345,2900067475,0
cur_hul_40m_20220519,130,934,2702434062,0
cur_hul_60m_20200301,0,1103,2354587372,0
cur_hul_60m_20220519,306,1036,0,0
cur_est_05m_20200219,7,1021,3295307857,0
cur_est_05m_20201127,0,1422,1790268468,0
cur_est_05m_20210216,0,974,1562805825,0
cur_est_05m_20211129,0,1095,1171640849,0
cur_est_05m_20220511,350,799,0,0
cur_est_10m_20200219,0,1281,3842950646,0
cur_est_10m_20201127,0,1709,134818136,0
cur_est_10m_20210216,0,1278,2240519784,0
cur_est_10m_20211129,0,1421,1811967121,0
cur_est_10m_20220511,6,897,2508575913,0
cur_est_20m_20200219,20,1287,3972012693,0
cur_est_20m_20201127,0,1220,1832824910,0
cur_est_20m_20210216,0,1182,1841911868,0
cur_est_20m_20211129,0,1196,1464619595,0
cur_est_20m_20220511,1,1095,2476513543,0
cur_est_40m_20200219,0,1362,0,0
cur_est_40m_20220511,0,827,2114251457,0
cur_est_60m_20200302,0,1064,2562230488,0
cur_est_60m_20220511,0,963,2298657542,0
cur_sam_05m_20200222,2,712,1583266869,0
cur_sam_10m_20200222,78,908,2082205345,0
cur_sam_20m_20200222,3,1074,2560669529,0
cur_sam_40m_20200222,5,1037,2082462222,0
cur_cas_05m_20190401,0,730,88057409,0
cur_cas_05m_20201212,0,879,1885464091,0
cur_cas_05m_20210225,0,1122,1546038803,0
cur_cas_10m_20190401,0,824,106803578,0
cur_cas_10m_20201212,0,893,1654838816,0
cur_cas_10m_20210225,0,973,1539569766,0
cur_cas_20m_20190331,0,1237,173069965,0
cur_cas_20m_20201212,0,949,2122326714,0
cur_cas_20m_20210225,0,1069,1684061002,0
cur_seb_10m_20190319,0,1265,136184055,0
cur_seb_10m_20201210,0,605,1124536527,0
cur_seb_10m_20210302,0,895,1508793220,0
cur_seb_20m_20190319,0,1000,117410054,0
cur_seb_20m_20190319_copy,0,1000,116610792,0
cur_seb_20m_20201210,0,713,1079926778,0
cur_seb_20m_20210302,0,720,1232547707,0
bk,NA,NA,NA,NA
repl_p,NA,NA,NA,NA
image_cache,NA,NA,NA,NA
share,NA,NA,NA,NA
web,NA,NA,NA,NA
boxes,NA,NA,NA,NA
r0,NA,NA,NA,NA
